Model_Name,Downloads,Likes,Pipeline_Tag,Task,IsBiased1,IsBiased2,IsBiased-FINAL
https://huggingface.co/roberta-base-openai-detector,204416,57,text-classification,Natural Language Processing,yes,yes,yes
https://huggingface.co/Helsinki-NLP/opus-mt-ROMANCE-en,203335,0,translation,Natural Language Processing,no,no,no
https://huggingface.co/skt/kogpt2-base-v2,201412,17,text-generation,Natural Language Processing,no,no,no
https://huggingface.co/Helsinki-NLP/opus-mt-en-id,201048,2,translation,Natural Language Processing,no,no,no
https://huggingface.co/nlptown/bert-base-multilingual-uncased-sentiment,199934,96,text-classification,Natural Language Processing,no,no,no
https://huggingface.co/Helsinki-NLP/opus-mt-ru-en,199040,17,translation,Natural Language Processing,yes,yes,yes
https://huggingface.co/MoritzLaurer/mDeBERTa-v3-base-mnli-xnli,196480,100,zero-shot-classification,Natural Language Processing,no,yes,no
https://huggingface.co/deepset/bert-large-uncased-whole-word-masking-squad2,192567,16,question-answering,Natural Language Processing,no,no,no
https://huggingface.co/mrm8488/t5-base-finetuned-summarize-news,191230,12,text2text-generation,Natural Language Processing,no,no,no
https://huggingface.co/gpt2-xl,190319,81,text-generation,Natural Language Processing,yes,yes,yes
https://huggingface.co/ramsrigouthamg/t5_sentence_paraphraser,188362,7,text2text-generation,Natural Language Processing,no,no,no
https://huggingface.co/flexudy/t5-base-multi-sentence-doctor,187948,29,text2text-generation,Natural Language Processing,no,no,no
https://huggingface.co/microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,187715,70,fill-mask,Natural Language Processing,no,no,no
https://huggingface.co/GroNLP/bert-base-dutch-cased,185923,10,fill-mask,Natural Language Processing,no,no,no
https://huggingface.co/lidiya/bart-large-xsum-samsum,182949,22,summarization,Natural Language Processing,no,no,no
https://huggingface.co/Helsinki-NLP/opus-mt-en-sv,180238,1,translation,Natural Language Processing,no,no,no
https://huggingface.co/Rostlab/prot_bert,177832,33,fill-mask,Natural Language Processing,no,no,no
https://huggingface.co/flair/ner-english-ontonotes,177579,6,token-classification,Natural Language Processing,no,no,no
https://huggingface.co/klue/bert-base,175510,14,fill-mask,Natural Language Processing,yes,yes,yes
https://huggingface.co/sentence-transformers/multi-qa-mpnet-base-cos-v1,174830,7,sentence-similarity,Natural Language Processing,no,no,no
https://huggingface.co/Rakib/roberta-base-on-cuad,173076,1,question-answering,Natural Language Processing,no,yes,no
https://huggingface.co/microsoft/graphcodebert-base,171939,13,fill-mask,Natural Language Processing,no,no,no
https://huggingface.co/hf-internal-testing/tiny-xlm-roberta,168477,0,text-generation,Natural Language Processing,no,no,no
https://huggingface.co/bigscience/bloom-560m,168159,97,text-generation,Natural Language Processing,yes,no,yes
https://huggingface.co/cointegrated/rubert-tiny,167456,14,fill-mask,Natural Language Processing,no,no,no
https://huggingface.co/unitary/toxic-bert,166351,49,text-classification,Natural Language Processing,yes,yes,yes
https://huggingface.co/Amisha182001/autodescgpt2,165608,0,text-generation,Natural Language Processing,no,no,no
https://huggingface.co/facebook/nllb-200-distilled-600M,163272,98,translation,Natural Language Processing,no,no,no
https://huggingface.co/bhadresh-savani/distilbert-base-uncased-emotion,160789,59,text-classification,Natural Language Processing,no,no,no
https://huggingface.co/facebook/wmt19-de-en,156497,3,translation,Natural Language Processing,no,no,no
https://huggingface.co/cl-tohoku/bert-base-japanese,152040,9,fill-mask,Natural Language Processing,no,no,no
https://huggingface.co/ibm/qcpg-sentences,150940,13,text2text-generation,Natural Language Processing,yes,yes ,yes
https://huggingface.co/facebook/wmt19-en-de,150164,6,translation,Natural Language Processing,no,no,no
https://huggingface.co/bigscience/test-bloomd-6b3,148357,1,text-generation,Natural Language Processing,no,no,no
https://huggingface.co/Salesforce/codet5-base,148329,52,text2text-generation,Natural Language Processing,no,no,no
https://huggingface.co/cl-tohoku/bert-base-japanese-char,147191,7,fill-mask,Natural Language Processing,no,no,no
https://huggingface.co/google/flan-t5-base,139611,117,text2text-generation,Natural Language Processing,yes,yes,yes
https://huggingface.co/facebook/wmt19-en-ru,138643,6,translation,Natural Language Processing,no,no,no
https://huggingface.co/Helsinki-NLP/opus-mt-en-ROMANCE,137295,4,translation,Natural Language Processing,no,no,no
https://huggingface.co/hfl/chinese-roberta-wwm-ext-large,137226,30,fill-mask,Natural Language Processing,no,no,no
https://huggingface.co/nikcheerla/nooks-amd-detection-realtime,134647,0,sentence-similarity,Natural Language Processing,no,no,no
https://huggingface.co/flair/ner-english,134427,14,token-classification,Natural Language Processing,no,no,no
https://huggingface.co/neulab/codebert-javascript,134269,2,fill-mask,Natural Language Processing,no,no,no
https://huggingface.co/nikcheerla/nooks-amd-detection-v2-full,133394,0,sentence-similarity,Natural Language Processing,no,no,no
https://huggingface.co/dccuchile/bert-base-spanish-wwm-uncased,133084,24,fill-mask,Natural Language Processing,no,no,no
https://huggingface.co/hf-internal-testing/tiny-random-GPTNeoXForCausalLM,129238,0,text-generation,Natural Language Processing,no,no,no
https://huggingface.co/sentence-transformers/all-distilroberta-v1,129143,4,sentence-similarity,Natural Language Processing,no,no,no
https://huggingface.co/sentence-transformers/nli-mpnet-base-v2,128794,3,sentence-similarity,Natural Language Processing,no,no,no
https://huggingface.co/Helsinki-NLP/opus-mt-it-en,126697,5,translation,Natural Language Processing,no,no,no
https://huggingface.co/nlpaueb/legal-bert-small-uncased,125817,12,fill-mask,Natural Language Processing,no,no,no
https://huggingface.co/bert-large-cased,124264,5,fill-mask,Natural Language Processing,yes,yes,yes
https://huggingface.co/facebook/wmt19-ru-en,124096,8,translation,Natural Language Processing,no,no,no
https://huggingface.co/t5-3b,123927,9,translation,Natural Language Processing,no,no,no
https://huggingface.co/valhalla/longformer-base-4096-finetuned-squadv1,123853,8,question-answering,Natural Language Processing,no,no,no
https://huggingface.co/microsoft/deberta-v3-base,123734,72,fill-mask,Natural Language Processing,no,no,no
https://huggingface.co/google/mt5-base,123537,55,text2text-generation,Natural Language Processing,no,no,no
https://huggingface.co/EleutherAI/gpt-neo-1.3B,123293,137,text-generation,Natural Language Processing,yes,yes,yes
https://huggingface.co/deepset/roberta-base-squad2-covid,123171,4,question-answering,Natural Language Processing,no,no,no
https://huggingface.co/sentence-transformers/LaBSE,123113,46,sentence-similarity,Natural Language Processing,no,no,no
https://huggingface.co/google/flan-t5-large,122022,115,text2text-generation,Natural Language Processing,yes,yes,yes
https://huggingface.co/sentence-transformers/distilbert-base-nli-stsb-mean-tokens,118565,5,sentence-similarity,Natural Language Processing,no,no,no
https://huggingface.co/EleutherAI/gpt-neo-125M,118052,73,text-generation,Natural Language Processing,yes,yes,yes
https://huggingface.co/decapoda-research/llama-7b-hf,117804,245,text-generation,Natural Language Processing,yes,yes,yes
https://huggingface.co/hf-internal-testing/tiny-bert-for-token-classification,114126,2,token-classification,Natural Language Processing,no,no,no
https://huggingface.co/Helsinki-NLP/opus-mt-id-en,112817,3,translation,Natural Language Processing,no,no,no
https://huggingface.co/sentence-transformers/all-MiniLM-L12-v1,111451,4,sentence-similarity,Natural Language Processing,no,no,no
https://huggingface.co/google/flan-t5-small,111393,48,text2text-generation,Natural Language Processing,yes,yes,yes
https://huggingface.co/cross-encoder/ms-marco-MiniLM-L-12-v2,110609,16,text-classification,Natural Language Processing,no,no,no
https://huggingface.co/hfl/chinese-roberta-wwm-ext,110493,105,fill-mask,Natural Language Processing,no,no,no
https://huggingface.co/cross-encoder/ms-marco-TinyBERT-L-2,108532,3,text-classification,Natural Language Processing,no,no,no
https://huggingface.co/martin-ha/toxic-comment-model,108413,3,text-classification,Natural Language Processing,yes,yes,yes
https://huggingface.co/Helsinki-NLP/opus-mt-zh-en,108022,88,translation,Natural Language Processing,yes,yes,yes
https://huggingface.co/google/long-t5-tglobal-base,106411,18,text2text-generation,Natural Language Processing,no,no,no
https://huggingface.co/flair/pos-english,103842,12,token-classification,Natural Language Processing,no,no,no
https://huggingface.co/microsoft/deberta-base,103825,36,fill-mask,Natural Language Processing,no,no,no
https://huggingface.co/madhurjindal/autonlp-Gibberish-Detector-492513457,103008,8,text-classification,Natural Language Processing,no,no,no
https://huggingface.co/salti/bert-base-multilingual-cased-finetuned-squad,102818,9,question-answering,Natural Language Processing,no,no,no
https://huggingface.co/cross-encoder/stsb-roberta-base,102535,0,text-classification,Natural Language Processing,no,no,no
https://huggingface.co/naver/splade-cocondenser-ensembledistil,101507,9,fill-mask,Natural Language Processing,no,no,no
https://huggingface.co/facebook/bart-large-xsum,99696,19,summarization,Natural Language Processing,no,no,no
https://huggingface.co/sshleifer/tiny-marian-en-de,98812,0,text2text-generation,Natural Language Processing,no,no,no
https://huggingface.co/oliverguhr/german-sentiment-bert,98371,17,text-classification,Natural Language Processing,no,no,no
https://huggingface.co/Gustavosta/MagicPrompt-Stable-Diffusion,97929,316,text-generation,Natural Language Processing,no,no,no
https://huggingface.co/deprem-ml/deprem-ner,96829,26,token-classification,Natural Language Processing,no,no,no
https://huggingface.co/sentence-transformers/paraphrase-MiniLM-L3-v2,94353,7,sentence-similarity,Natural Language Processing,no,no,no
https://huggingface.co/cl-tohoku/bert-base-japanese-char-v2,93793,2,fill-mask,Natural Language Processing,no,no,no
https://huggingface.co/Helsinki-NLP/opus-mt-mul-en,92207,22,translation,Natural Language Processing,no,no,no
https://huggingface.co/facebook/opt-66b,90418,104,text-generation,Natural Language Processing,yes,yes,yes
https://huggingface.co/microsoft/BiomedVLP-CXR-BERT-general,87621,15,fill-mask,Natural Language Processing,no,no,no
https://huggingface.co/sentence-transformers/paraphrase-distilroberta-base-v2,87021,4,sentence-similarity,Natural Language Processing,no,no,no
https://huggingface.co/t5-11b,86651,19,translation,Natural Language Processing,no,no,no
https://huggingface.co/facebook/opt-350m,85879,35,text-generation,Natural Language Processing,yes,yes,yes
https://huggingface.co/bert-large-uncased-whole-word-masking,85527,6,fill-mask,Natural Language Processing,yes,yes,yes
https://huggingface.co/jonas/roberta-base-finetuned-sdg,84468,1,text-classification,Natural Language Processing,no,no,no
https://huggingface.co/roberta-large-mnli,84420,56,text-classification,Natural Language Processing,yes,yes,yes
https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-english,10402498,29,automatic-speech-recognition,Audio,no,no,no
https://huggingface.co/facebook/wav2vec2-large-960h-lv60-self,641089,71,automatic-speech-recognition,Audio,no,no,no
https://huggingface.co/yongjian/wav2vec2-large-a,257703,5,automatic-speech-recognition,Audio,no,no,no
https://huggingface.co/jbetker/wav2vec2-large-robust-ft-libritts-voxpopuli,243139,4,automatic-speech-recognition,Audio,no,no,no
https://huggingface.co/facebook/wav2vec2-base-960h,210238,108,automatic-speech-recognition,Audio,no,no,no
https://huggingface.co/harshit345/xlsr-wav2vec-speech-emotion-recognition,172353,20,audio-classification,Audio,no,no,no
https://huggingface.co/MIT/ast-finetuned-audioset-10-10-0.4593,78373,16,audio-classification,Audio,no,no,no
https://huggingface.co/facebook/wav2vec2-xlsr-53-espeak-cv-ft,66414,11,automatic-speech-recognition,Audio,no,no,no
https://huggingface.co/openai/whisper-tiny.en,66381,35,automatic-speech-recognition,Audio,yes,yes,yes
https://huggingface.co/ehcalabres/wav2vec2-lg-xlsr-en-speech-emotion-recognition,61258,38,audio-classification,Audio,no,no,no
https://huggingface.co/maxidl/wav2vec2-large-xlsr-german,59966,0,automatic-speech-recognition,Audio,no,no,no
https://huggingface.co/openai/whisper-tiny,43552,41,automatic-speech-recognition,Audio,yes,yes,yes
https://huggingface.co/ceyda/wav2vec2-base-760-turkish,42047,2,automatic-speech-recognition,Audio,no,no,no
https://huggingface.co/openai/whisper-large-v2,41661,279,automatic-speech-recognition,Audio,no,yes,yes
https://huggingface.co/TalTechNLP/voxlingua107-epaca-tdnn,39668,22,audio-classification,Audio,yes,yes,yes
https://huggingface.co/openai/whisper-small,39667,37,automatic-speech-recognition,Audio,no,yes,yes
https://huggingface.co/hf-internal-testing/tiny-random-wav2vec2-conformer,32531,0,automatic-speech-recognition,Audio,no,no,no
https://huggingface.co/techiaith/wav2vec2-xlsr-ft-en-cy,32478,1,automatic-speech-recognition,Audio,no,no,no
https://huggingface.co/facebook/wav2vec2-xlsr-53-phon-cv-babel-ft,31211,1,automatic-speech-recognition,Audio,no,no,no
https://huggingface.co/hf-internal-testing/tiny-random-unispeech,29455,0,audio-classification,Audio,no,no,no
https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-russian,28524,12,automatic-speech-recognition,Audio,no,no,no
https://huggingface.co/facebook/hubert-large-ls960-ft,22741,27,automatic-speech-recognition,Audio,no,no,no
https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-japanese,22715,9,automatic-speech-recognition,Audio,no,no,no
https://huggingface.co/hf-internal-testing/tiny-random-wavlm,22090,0,audio-classification,Audio,no,no,no
https://huggingface.co/openai/whisper-base,20544,52,automatic-speech-recognition,Audio,no,yes,yes
https://huggingface.co/comodoro/wav2vec2-xls-r-300m-cs-250,20459,0,automatic-speech-recognition,Audio,no,no,no
https://huggingface.co/openai/whisper-medium,19950,40,automatic-speech-recognition,Audio,yes,yes,yes
https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-dutch,19568,0,automatic-speech-recognition,Audio,no,no,no
https://huggingface.co/audeering/wav2vec2-large-robust-12-ft-emotion-msp-dim,17805,20,audio-classification,Audio,no,no,no
https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-portuguese,17615,11,automatic-speech-recognition,Audio,no,no,no
https://huggingface.co/hf-internal-testing/tiny-random-unispeech-sat,17325,0,audio-classification,Audio,no,no,no
https://huggingface.co/facebook/unit_hifigan_mhubert_vp_en_es_fr_it3_400k_layer11_km1000_lj_dur,16145,11,text-to-speech,Audio,no,no,no
https://huggingface.co/openai/clip-vit-large-patch14,10487900,254,zero-shot-image-classification,Computer Vision,yes,yes,yes
https://huggingface.co/openai/clip-vit-base-patch32,2635106,131,zero-shot-image-classification,Computer Vision,yes,yes,yes
https://huggingface.co/google/vit-base-patch16-224,970069,155,image-classification,Computer Vision,no,no,no
https://huggingface.co/openai/clip-vit-base-patch16,270718,18,zero-shot-image-classification,Computer Vision,yes,yes,yes
https://huggingface.co/CIDAS/clipseg-rd64-refined,228320,19,image-segmentation,Computer Vision,no,no,no
https://huggingface.co/timm/vit_large_patch14_clip_224.openai_ft_in12k_in1k,223144,13,image-classification,Computer Vision,no,no,no
https://huggingface.co/hustvl/yolos-tiny,195609,27,object-detection,Computer Vision,no,no,no
https://huggingface.co/microsoft/resnet-50,188070,27,image-classification,Computer Vision,no,no,no
https://huggingface.co/microsoft/beit-base-patch16-224-pt22k-ft22k,154108,35,image-classification,Computer Vision,no,no,no
https://huggingface.co/openai/clip-vit-large-patch14-336,123216,22,zero-shot-image-classification,Computer Vision,no,no,no
https://huggingface.co/hf-internal-testing/tiny-random-vit,122667,1,image-classification,Computer Vision,no,no,no
https://huggingface.co/facebook/detr-resnet-50,119312,124,object-detection,Computer Vision,no,no,no
https://huggingface.co/google/owlvit-base-patch32,104664,28,object-detection,Computer Vision,no,no,no
https://huggingface.co/facebook/detr-resnet-101,97954,29,object-detection,Computer Vision,no,no,no
